1128,384
1005,262
1005,262
1005,262
1005,262
1005,262
1005,262
1005,262
1005,262
1005,262
1005,262
1005,262
1005,262
1005,262
1005,262
1005,262
1004,262
1004,262
1004,262
1005,262
1005,262
1005,262
1005,262
1005,262
991,248
1003,295
967,282
981,295
963,286
979,298
979,299
979,299
978,300
978,301
978,301
978,301
978,301
977,301
977,302
977,302
978,303
977,303
977,303
977,303
977,303
977,303
977,303
977,303
977,303
977,303
976,303
976,303
976,303
960,294
960,294
960,294
960,294
960,294
960,294
960,294
960,294
960,294
960,294
960,294
960,294
960,294
960,294
960,294
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
977,304
976,304
976,303
977,304
977,303
977,304
977,303
977,303
977,303
977,303
977,303
977,303
977,303
978,303
977,302
977,302
977,302
977,302
978,302
978,302
977,301
978,301
978,302
978,302
978,302
978,302
978,302
978,302
978,301
978,301
978,301
978,301
978,301
978,301
978,301
978,301
977,300
978,301
978,301
978,301
978,300
978,300
978,300
978,300
978,300
978,300
978,300
978,300
978,300
978,300
978,300
978,299
978,300
978,300
978,300
978,300
978,300
996,308
984,289
970,276
986,286
985,287
985,287
970,275
971,274
987,285
987,284
988,283
988,282
989,282
989,281
989,280
990,280
991,279
991,279
992,278
992,277
992,276
993,276
993,275
994,275
994,274
994,274
995,273
995,273
995,272
981,259
996,271
982,258
997,270
997,270
997,270
998,270
984,256
983,255
998,269
998,269
999,269
985,255
985,254
1013,282
985,254
999,268
985,254
999,267
985,254
986,254
986,254
986,253
1000,267
1000,267
1000,267
1001,267
1014,280
1001,267
