902,580
936,452
936,452
936,452
936,452
936,452
936,452
936,452
936,453
936,453
936,453
936,453
936,453
936,453
936,452
936,452
936,452
936,452
936,452
936,452
936,452
936,452
936,452
936,452
936,452
936,452
936,452
936,452
936,452
936,453
936,453
936,453
936,453
936,453
931,452
926,450
923,450
921,450
920,449
919,449
918,449
918,449
918,449
918,449
919,450
919,450
919,450
919,450
921,450
921,451
921,451
921,451
924,451
924,451
925,452
927,453
931,454
935,455
939,457
941,457
940,457
941,457
942,458
945,459
946,459
947,460
948,461
949,461
951,462
951,462
952,463
953,463
953,463
953,463
954,464
954,464
954,464
955,464
955,464
955,464
955,464
955,464
955,464
955,465
955,464
955,464
955,464
955,464
954,464
953,463
953,463
952,462
952,462
950,462
948,461
947,460
946,460
946,459
946,459
944,459
944,458
943,458
942,458
942,457
941,457
941,457
940,457
940,456
939,456
939,456
938,456
938,456
937,455
937,455
936,455
936,455
936,455
935,455
935,455
935,455
934,455
934,455
934,455
933,454
933,454
933,454
933,454
932,454
932,454
932,454
932,454
932,454
932,454
931,454
931,453
931,453
931,453
931,454
931,454
930,453
930,453
930,453
930,453
930,453
929,453
929,453
929,453
930,453
930,453
931,453
931,453
931,453
931,453
931,453
931,453
932,453
932,453
932,453
932,453
932,453
932,453
932,453
932,453
932,453
932,453
932,453
932,453
932,453
932,453
932,453
932,452
932,452
932,452
932,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
933,452
934,452
934,452
934,452
934,452
934,452
934,452
