1224,494
1093,393
1094,393
1094,394
1080,381
1094,394
1094,393
1094,394
1095,394
1095,394
1095,394
1095,394
1094,394
1094,394
1095,394
1095,394
1095,394
1094,394
1094,394
1094,394
1094,393
1094,393
1094,393
1094,394
1094,394
1094,394
1094,393
1094,393
1094,394
1080,381
1080,381
1080,381
1110,407
1110,407
1110,407
1095,394
1095,394
1099,423
1061,414
1074,426
1073,428
1074,430
1074,430
1073,431
1074,432
1073,432
1072,432
1073,432
1072,432
1073,433
1073,433
1073,433
1071,432
1072,433
1072,433
1072,433
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1072,434
1070,433
1071,433
1072,434
1071,433
1072,434
1072,434
1072,434
1072,434
1072,434
1073,434
1073,433
1073,433
1073,433
1072,433
1073,432
1073,432
1074,430
1074,428
1076,426
1076,424
1077,422
1078,421
1062,409
1063,407
1080,416
1081,415
1081,414
1082,413
1083,412
1067,400
1084,410
1084,409
1069,397
1085,408
1086,407
1086,406
1086,406
1087,405
1087,404
1072,392
1072,391
1072,391
1073,391
1073,390
1073,390
1074,390
1074,389
1074,388
1074,388
1075,388
1075,388
1075,387
1076,387
1091,399
1076,387
1076,386
1076,386
1076,386
1076,385
1077,385
1077,385
1077,385
1077,385
1077,385
1093,397
1093,397
1092,396
1092,396
1091,396
1093,397
1093,397
1093,396
1093,396
1092,396
1093,396
1093,396
1093,396
1093,396
1078,383
1078,383
1079,383
1079,383
1079,383
1079,383
1109,409
1079,382
1079,382
1079,382
1079,382
1079,382
1079,382
1079,382
1079,382
1079,382
1079,382
1079,382
1080,382
1080,382
1080,382
