1233,504
1096,392
1096,392
1096,392
1096,392
1097,393
1097,393
1097,393
1097,393
1097,393
1097,393
1097,393
1097,393
1097,393
1097,393
1097,393
1097,393
1096,392
1096,392
1096,392
1096,392
1096,392
1096,392
1096,392
1096,392
1096,392
1096,392
1096,392
1096,392
1097,393
1097,392
1097,392
1097,392
1097,392
1097,392
1097,392
1097,392
1097,392
1097,392
1097,392
1097,392
1097,426
1060,418
1075,430
1074,431
1057,423
1074,433
1074,433
1073,433
1073,433
1073,433
1073,434
1072,433
1072,433
1072,434
1071,433
1072,434
1072,434
1072,434
1055,426
1055,426
1055,426
1055,426
1055,426
1055,426
1072,435
1072,435
1072,435
1073,435
1073,435
1073,435
1073,435
1072,435
1072,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1072,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,435
1073,434
1072,434
1073,434
1073,434
1073,434
1073,434
1073,433
1073,433
1073,433
1073,433
1073,433
1072,433
1072,433
1072,432
1074,433
1056,424
1056,424
1056,424
1056,423
1056,423
1057,423
1057,423
1057,423
1057,423
1057,423
1057,423
1072,431
1072,431
1072,431
1072,431
1072,431
1072,431
1072,431
1072,430
1072,430
1072,430
1074,431
1074,431
1073,430
1072,430
1072,430
1073,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1074,430
1073,429
1081,414
1097,421
1076,390
1073,395
1085,407
1084,407
1070,397
1086,408
1070,395
1071,395
1071,394
1072,394
1072,393
1088,404
1088,404
1089,403
1089,402
1090,402
1090,401
1091,401
1076,388
1092,400
1092,399
1092,399
1092,398
1093,398
1093,398
1078,385
1078,384
1079,384
1094,396
1079,383
1079,383
1079,383
1080,383
1095,395
1080,382
1080,382
1095,395
1080,382
1080,382
1080,382
1081,381
1080,381
1095,394
1096,394
1095,394
1096,394
1096,394
1096,394
1096,394
1096,394
1096,394
1095,393
1081,380
1081,380
1096,393
1096,393
1096,393
1096,393
1096,393
1096,393
1096,393
1082,380
1082,380
1095,392
1095,392
1095,392
1082,379
1082,379
1096,393
1096,392
1096,392
1082,379
1097,392
